"STANDARD_NAME","CONTRIBUTOR","DESCRIPTION_BRIEF","display_name"
"REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER","Reactome","Genes involved in RNA Polymerase III Transcription Initiation From Type 3 Promoter","(Reactome) RNA Polymerase III Transcription Initiation From Type 3 Promoter"
"REACTOME_APOPTOSIS","Reactome","Genes involved in Apoptosis","(Reactome) Apoptosis"
"REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT","Reactome","Genes involved in Lipid digestion, mobilization, and transport","(Reactome) Lipid digestion, mobilization, and transport"
"REACTOME_HEMOSTASIS","Reactome","Genes involved in Hemostasis","(Reactome) Hemostasis"
"REACTOME_INFLUENZA_LIFE_CYCLE","Reactome","Genes involved in Influenza Life Cycle","(Reactome) Influenza Life Cycle"
"REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION","Reactome","Genes involved in Influenza Viral RNA Transcription and Replication","(Reactome) Influenza Viral RNA Transcription and Replication"
"REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY","Reactome","Genes involved in NEP/NS2 Interacts with the Cellular Export Machinery","(Reactome) NEP/NS2 Interacts with the Cellular Export Machinery"
"REACTOME_HIV_INFECTION","Reactome","Genes involved in HIV Infection","(Reactome) HIV Infection"
"REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS","Reactome","Genes involved in Transport of Ribonucleoproteins into the Host Nucleus","(Reactome) Transport of Ribonucleoproteins into the Host Nucleus"
"REACTOME_HIV_LIFE_CYCLE","Reactome","Genes involved in HIV Life Cycle","(Reactome) HIV Life Cycle"
"REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT","Reactome","Genes involved in Abortive elongation of HIV-1 transcript in the absence of Tat","(Reactome) Abortive elongation of HIV-1 transcript in the absence of Tat"
"REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE","Reactome","Genes involved in Early Phase of HIV Life Cycle","(Reactome) Early Phase of HIV Life Cycle"
"REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS","Reactome","Genes involved in Host Interactions of HIV factors","(Reactome) Host Interactions of HIV factors"
"REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION","Reactome","Genes involved in RNA Polymerase III Transcription Termination","(Reactome) RNA Polymerase III Transcription Termination"
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_","Reactome","Genes involved in Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","(Reactome) Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."
"REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX","Reactome","Genes involved in Formation of the HIV-1 Early Elongation Complex","(Reactome) Formation of the HIV-1 Early Elongation Complex"
"REACTOME_RAF_MAP_KINASE_CASCADE","Reactome","Genes involved in RAF/MAP kinase cascade","(Reactome) RAF/MAP kinase cascade"
"REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS","Reactome","Genes involved in Viral Messenger RNA Synthesis","(Reactome) Viral Messenger RNA Synthesis"
"REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE","Reactome","Genes involved in Late Phase of HIV Life Cycle","(Reactome) Late Phase of HIV Life Cycle"
"REACTOME_SHC_MEDIATED_SIGNALLING","Reactome","Genes involved in SHC-mediated signalling","(Reactome) SHC-mediated signalling"
"REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS","Reactome","Genes involved in Interactions of Vpr with host cellular proteins","(Reactome) Interactions of Vpr with host cellular proteins"
"REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING","Reactome","Genes involved in Formation of ATP by chemiosmotic coupling","(Reactome) Formation of ATP by chemiosmotic coupling"
"REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1","Reactome","Genes involved in APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","(Reactome) APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1"
"REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS","Reactome","Genes involved in Activation of ATR in response to replication stress","(Reactome) Activation of ATR in response to replication stress"
"REACTOME_UNWINDING_OF_DNA","Reactome","Genes involved in Unwinding of DNA","(Reactome) Unwinding of DNA"
"REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS","Reactome","Genes involved in APC/C:Cdc20 mediated degradation of mitotic proteins","(Reactome) APC/C:Cdc20 mediated degradation of mitotic proteins"
"REACTOME_GLUCURONIDATION","Reactome","Genes involved in Glucuronidation","(Reactome) Glucuronidation"
"REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C","Reactome","Genes involved in Autodegradation of Cdh1 by Cdh1:APC/C","(Reactome) Autodegradation of Cdh1 by Cdh1:APC/C"
"REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE","Reactome","Genes involved in MyD88:Mal cascade initiated on plasma membrane","(Reactome) MyD88:Mal cascade initiated on plasma membrane"
"REACTOME_INNATE_IMMUNE_SYSTEM","Reactome","Genes involved in Innate Immune System","(Reactome) Innate Immune System"
"REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN","Reactome","Genes involved in Regulation of Glucokinase by Glucokinase Regulatory Protein","(Reactome) Regulation of Glucokinase by Glucokinase Regulatory Protein"
"REACTOME_MITOTIC_PROMETAPHASE","Reactome","Genes involved in Mitotic Prometaphase","(Reactome) Mitotic Prometaphase"
"REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B","Reactome","Genes involved in APC/C:Cdc20 mediated degradation of Cyclin B","(Reactome) APC/C:Cdc20 mediated degradation of Cyclin B"
"REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1","Reactome","Genes involved in SCF-beta-TrCP mediated degradation of Emi1","(Reactome) SCF-beta-TrCP mediated degradation of Emi1"
"REACTOME_LIPOPROTEIN_METABOLISM","Reactome","Genes involved in Lipoprotein metabolism","(Reactome) Lipoprotein metabolism"
"REACTOME_G1_S_SPECIFIC_TRANSCRIPTION","Reactome","Genes involved in G1/S-Specific Transcription","(Reactome) G1/S-Specific Transcription"
"REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS","Reactome","Genes involved in The role of Nef in HIV-1 replication and disease pathogenesis","(Reactome) The role of Nef in HIV-1 replication and disease pathogenesis"
"REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT","Reactome","Genes involved in Chylomicron-mediated lipid transport","(Reactome) Chylomicron-mediated lipid transport"
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX","Reactome","Genes involved in Signaling by TGF-beta Receptor Complex","(Reactome) Signaling by TGF-beta Receptor Complex"
"REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE","Reactome","Genes involved in Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase","(Reactome) Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase"
"REACTOME_ACTIVATED_TLR4_SIGNALLING","Reactome","Genes involved in Activated TLR4 signalling","(Reactome) Activated TLR4 signalling"
"REACTOME_IMMUNE_SYSTEM","Reactome","Genes involved in Immune System","(Reactome) Immune System"
"REACTOME_BINDING_AND_ENTRY_OF_HIV_VIRION","Reactome","Genes involved in Binding and entry of HIV virion","(Reactome) Binding and entry of HIV virion"
"REACTOME_PHOSPHORYLATION_OF_THE_APC_C","Reactome","Genes involved in Phosphorylation of the APC/C","(Reactome) Phosphorylation of the APC/C"
"REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES","Reactome","Genes involved in Cytosolic sulfonation of small molecules","(Reactome) Cytosolic sulfonation of small molecules"
"REACTOME_INTEGRATION_OF_PROVIRUS","Reactome","Genes involved in Integration of provirus","(Reactome) Integration of provirus"
"REACTOME_GLUTATHIONE_CONJUGATION","Reactome","Genes involved in Glutathione conjugation","(Reactome) Glutathione conjugation"
"REACTOME_COMPLEMENT_CASCADE","Reactome","Genes involved in Complement cascade","(Reactome) Complement cascade"
"REACTOME_PHASE_II_CONJUGATION","Reactome","Genes involved in Phase II conjugation","(Reactome) Phase II conjugation"
"REACTOME_MTORC1_MEDIATED_SIGNALLING","Reactome","Genes involved in mTORC1-mediated signalling","(Reactome) mTORC1-mediated signalling"
"REACTOME_TOLL_RECEPTOR_CASCADES","Reactome","Genes involved in Toll Receptor Cascades","(Reactome) Toll Receptor Cascades"
"REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS","Reactome","Genes involved in Activation of BH3-only proteins","(Reactome) Activation of BH3-only proteins"
"REACTOME_GLUCOSE_METABOLISM","Reactome","Genes involved in Glucose metabolism","(Reactome) Glucose metabolism"
"REACTOME_RNA_POL_III_CHAIN_ELONGATION","Reactome","Genes involved in RNA Polymerase III Chain Elongation","(Reactome) RNA Polymerase III Chain Elongation"
"REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS","Reactome","Genes involved in Voltage gated Potassium channels","(Reactome) Voltage gated Potassium channels"
"REACTOME_ADAPTIVE_IMMUNE_SYSTEM","Reactome","Genes involved in Adaptive Immune System","(Reactome) Adaptive Immune System"
"REACTOME_NOD1_2_SIGNALING_PATHWAY","Reactome","Genes involved in NOD1/2 Signaling Pathway","(Reactome) NOD1/2 Signaling Pathway"
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM","Reactome","Genes involved in Cytokine Signaling in Immune system","(Reactome) Cytokine Signaling in Immune system"
"REACTOME_MEIOTIC_SYNAPSIS","Reactome","Genes involved in Meiotic Synapsis","(Reactome) Meiotic Synapsis"
"REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC","Reactome","Genes involved in Antigen Presentation: Folding, assembly and peptide loading of class I MHC","(Reactome) Antigen Presentation: Folding, assembly and peptide loading of class I MHC"
"REACTOME_THE_NLRP3_INFLAMMASOME","Reactome","Genes involved in The NLRP3 inflammasome","(Reactome) The NLRP3 inflammasome"
"REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION","Reactome","Genes involved in Class I MHC mediated antigen processing & presentation","(Reactome) Class I MHC mediated antigen processing & presentation"
"REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX","Reactome","Genes involved in Nonsense Mediated Decay Enhanced by the Exon Junction Complex","(Reactome) Nonsense Mediated Decay Enhanced by the Exon Junction Complex"
"REACTOME_PIP3_ACTIVATES_AKT_SIGNALING","Reactome","Genes involved in PIP3 activates AKT signaling","(Reactome) PIP3 activates AKT signaling"
"REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION","Reactome","Genes involved in Antigen processing: Ubiquitination & Proteasome degradation","(Reactome) Antigen processing: Ubiquitination & Proteasome degradation"
"REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS","Reactome","Genes involved in Tandem pore domain potassium channels","(Reactome) Tandem pore domain potassium channels"
"REACTOME_INFLAMMASOMES","Reactome","Genes involved in Inflammasomes","(Reactome) Inflammasomes"
"REACTOME_POTASSIUM_CHANNELS","Reactome","Genes involved in Potassium Channels","(Reactome) Potassium Channels"
"REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS","Reactome","Genes involved in Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","(Reactome) Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"
"REACTOME_INWARDLY_RECTIFYING_K_CHANNELS","Reactome","Genes involved in Inwardly rectifying K+ channels","(Reactome) Inwardly rectifying K+ channels"
"REACTOME_AMYLOIDS","Reactome","Genes involved in Amyloids","(Reactome) Amyloids"
"REACTOME_PACKAGING_OF_TELOMERE_ENDS","Reactome","Genes involved in Packaging Of Telomere Ends","(Reactome) Packaging Of Telomere Ends"
"REACTOME_TELOMERE_MAINTENANCE","Reactome","Genes involved in Telomere Maintenance","(Reactome) Telomere Maintenance"
"REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION","Reactome","Genes involved in Platelet activation, signaling and aggregation","(Reactome) Platelet activation, signaling and aggregation"
"REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND","Reactome","Genes involved in Removal of the Flap Intermediate from the C-strand","(Reactome) Removal of the Flap Intermediate from the C-strand"
"REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS","Reactome","Genes involved in Creation of C4 and C2 activators","(Reactome) Creation of C4 and C2 activators"
"REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A","Reactome","Genes involved in APC-Cdc20 mediated degradation of Nek2A","(Reactome) APC-Cdc20 mediated degradation of Nek2A"
"REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT","Reactome","Genes involved in Initial triggering of complement","(Reactome) Initial triggering of complement"
"REACTOME_EXTENSION_OF_TELOMERES","Reactome","Genes involved in Extension of Telomeres","(Reactome) Extension of Telomeres"
"REACTOME_G2_M_CHECKPOINTS","Reactome","Genes involved in G2/M Checkpoints","(Reactome) G2/M Checkpoints"
"REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT","Reactome","Genes involved in G2/M DNA damage checkpoint","(Reactome) G2/M DNA damage checkpoint"
"REACTOME_S_PHASE","Reactome","Genes involved in S Phase","(Reactome) S Phase"
"REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21","Reactome","Genes involved in SCF(Skp2)-mediated degradation of p27/p21","(Reactome) SCF(Skp2)-mediated degradation of p27/p21"
"REACTOME_TRYPTOPHAN_CATABOLISM","Reactome","Genes involved in Tryptophan catabolism","(Reactome) Tryptophan catabolism"
"REACTOME_DNA_STRAND_ELONGATION","Reactome","Genes involved in DNA strand elongation","(Reactome) DNA strand elongation"
"REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY","Reactome","Genes involved in Resolution of AP sites via the single-nucleotide replacement pathway","(Reactome) Resolution of AP sites via the single-nucleotide replacement pathway"
"REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION","Reactome","Genes involved in FGFR ligand binding and activation","(Reactome) FGFR ligand binding and activation"
"REACTOME_CHOLESTEROL_BIOSYNTHESIS","Reactome","Genes involved in Cholesterol biosynthesis","(Reactome) Cholesterol biosynthesis"
"REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION","Reactome","Genes involved in APOBEC3G mediated resistance to HIV-1 infection","(Reactome) APOBEC3G mediated resistance to HIV-1 infection"
"REACTOME_GAP_JUNCTION_TRAFFICKING","Reactome","Genes involved in Gap junction trafficking","(Reactome) Gap junction trafficking"
"REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION","Reactome","Genes involved in FGFR2c ligand binding and activation","(Reactome) FGFR2c ligand binding and activation"
"REACTOME_METABOLISM_OF_PORPHYRINS","Reactome","Genes involved in Metabolism of porphyrins","(Reactome) Metabolism of porphyrins"
"REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION","Reactome","Genes involved in FGFR4 ligand binding and activation","(Reactome) FGFR4 ligand binding and activation"
"REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G","Reactome","Genes involved in Vif-mediated degradation of APOBEC3G","(Reactome) Vif-mediated degradation of APOBEC3G"
"REACTOME_SIGNALING_BY_FGFR","Reactome","Genes involved in Signaling by FGFR","(Reactome) Signaling by FGFR"
"REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE","Reactome","Genes involved in Digestion of dietary carbohydrate","(Reactome) Digestion of dietary carbohydrate"
"REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION","Reactome","Genes involved in FGFR1 ligand binding and activation","(Reactome) FGFR1 ligand binding and activation"
"REACTOME_GAP_JUNCTION_ASSEMBLY","Reactome","Genes involved in Gap junction assembly","(Reactome) Gap junction assembly"
"REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI","Reactome","Genes involved in Synthesis of glycosylphosphatidylinositol (GPI)","(Reactome) Synthesis of glycosylphosphatidylinositol (GPI)"
"REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION","Reactome","Genes involved in RNA Polymerase I Transcription Initiation","(Reactome) RNA Polymerase I Transcription Initiation"
"REACTOME_PYRIMIDINE_METABOLISM","Reactome","Genes involved in Pyrimidine metabolism","(Reactome) Pyrimidine metabolism"
"REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS","Reactome","Genes involved in Intrinsic Pathway for Apoptosis","(Reactome) Intrinsic Pathway for Apoptosis"
"REACTOME_PI3K_CASCADE","Reactome","Genes involved in PI3K Cascade","(Reactome) PI3K Cascade"
"REACTOME_APOPTOTIC_EXECUTION_PHASE","Reactome","Genes involved in Apoptotic execution  phase","(Reactome) Apoptotic execution  phase"
"REACTOME_SHC_RELATED_EVENTS","Reactome","Genes involved in SHC-related events","(Reactome) SHC-related events"
"NABA_COLLAGENS","Naba","Genes encoding collagen proteins","(Naba) Genes encoding collagen proteins"
"NABA_ECM_GLYCOPROTEINS","Naba","Genes encoding structural ECM glycoproteins","(Naba) Genes encoding structural ECM glycoproteins"
"NABA_ECM_REGULATORS","Naba","Genes encoding enzymes and their regulators involved in the remodeling of the extracellular matrix","(Naba) Genes encoding enzymes and their regulators involved in the remodeling of the extracellular matrix"
"NABA_ECM_AFFILIATED","Naba","Genes encoding proteins affiliated structurally or functionally to extracellular matrix proteins","(Naba) Genes encoding proteins affiliated structurally or functionally to extracellular matrix proteins"
"NABA_PROTEOGLYCANS","Naba","Genes encoding proteoglycans","(Naba) Genes encoding proteoglycans"
"NABA_SECRETED_FACTORS","Naba","Genes encoding secreted soluble factors","(Naba) Genes encoding secreted soluble factors"
"NABA_CORE_MATRISOME","Naba","Ensemble of genes encoding core extracellular matrix including ECM glycoproteins, collagens and proteoglycans","(Naba) Ensemble of genes encoding core extracellular matrix including ECM glycoproteins, collagens and proteoglycans"
"NABA_MATRISOME_ASSOCIATED","Naba","Ensemble of genes encoding ECM-associated proteins including ECM-affilaited proteins, ECM regulators and secreted factors","(Naba) Ensemble of genes encoding ECM-associated proteins including ECM-affilaited proteins, ECM regulators and secreted factors"
"NABA_BASEMENT_MEMBRANES","Naba","Genes encoding structural components of basement membranes","(Naba) Genes encoding structural components of basement membranes"
"NABA_MATRISOME","Naba","Ensemble of genes encoding extracellular matrix and extracellular matrix-associated proteins ","(Naba) Ensemble of genes encoding extracellular matrix and extracellular matrix-associated proteins "
